ProductReference,Avg_CostImpact_Product (ProdRef),UnresolvedRate_Product (ProdRef),Total_Incidents_Product (ProdRef)
PRD07686,548.3333333333334,0.0,3
PRD07687,921.0,0.0,3
PRD07689,390.625,0.0,4
PRD07690,206.5,0.0,2
PRD07691,149.0,0.0,1
PRD07693,437.0833333333333,0.0,3
PRD07694,581.3333333333334,0.0,3
PRD07695,321.0,0.0,1
PRD07696,986.75,0.25,4
PRD07697,1754.0,0.0,1
PRD07698,1389.25,0.25,4
PRD07699,500.0,0.3333333333333333,3
PRD07700,277.5,0.0,3
PRD07704,996.5,0.0,2
PRD07705,401.0,0.0,2
PRD07706,339.0,0.0,1
PRD07707,405.0,0.0,1
PRD07708,94.5,0.0,2
PRD07709,343.75,0.0,1
PRD07710,248.0,0.0,1
PRD07711,404.0,0.0,1
PRD07712,1053.75,0.3333333333333333,3
PRD07713,286.875,0.0,2
PRD07715,271.6666666666667,0.3333333333333333,3
PRD07716,170.0,0.0,1
PRD07718,825.0,0.0,2
PRD07720,308.5,0.5,2
PRD07721,682.5,0.0,2
PRD07723,312.0,0.0,2
PRD07724,218.0,0.0,1
PRD07725,621.25,0.0,1
PRD07726,201.0,0.0,2
PRD07727,475.0,0.0,1
PRD07728,225.5,0.0,2
PRD07729,203.0,0.0,2
PRD07730,197.5,0.0,2
PRD07731,173.0,0.5,4
PRD07732,366.0,0.0,1
PRD07733,483.0,0.0,1
PRD07734,263.0,0.0,1
PRD07735,418.5416666666667,0.0,6
PRD07736,265.5,0.0,2
PRD07737,234.375,0.0,2
PRD07738,809.6666666666666,0.0,3
PRD07739,1148.2,0.0,5
PRD07741,560.3333333333334,0.0,3
PRD07742,383.5,0.0,2
PRD07743,1225.625,0.0,4
PRD07744,175.0,1.0,1
PRD07745,252.5,0.0,2
PRD07749,254.0,0.0,1
PRD07751,327.1875,0.0,4
PRD07753,407.3333333333333,0.0,3
PRD07754,1666.0,0.0,1
PRD07756,167.0,1.0,1
PRD07757,203.75,0.0,3
PRD07759,343.0,0.0,1
PRD07760,306.0,0.0,1
PRD07761,380.6666666666667,0.0,3
PRD07762,210.0,0.5,2
PRD07763,1611.0,0.0,1
PRD07764,1442.0,0.0,1
PRD07765,1283.0,0.0,2
PRD07766,1886.0,0.0,1
PRD07769,219.0,0.0,2
PRD07770,1404.4,0.2,5
PRD07771,262.9166666666667,0.0,3
PRD07772,844.0,0.0,1
PRD07773,189.0,0.0,2
PRD07776,435.0,0.0,1
PRD07777,308.5,0.0,2
PRD07779,383.0,0.0,1
PRD07780,735.0,0.0,1
PRD07783,268.6666666666667,0.6666666666666666,3
PRD07784,340.0,0.0,1
PRD07785,604.0,0.0,1
PRD07786,200.0,0.0,1
PRD07788,88.0,0.0,1
PRD07790,118.0,0.0,1
PRD07791,698.75,0.0,1
PRD07792,302.0,1.0,1
PRD07793,1449.0,0.3333333333333333,3
PRD07794,2453.75,0.0,1
PRD07795,466.875,0.0,2
PRD07796,361.0,0.0,2
PRD07798,274.25,0.0,4
PRD07799,333.3333333333333,0.0,3
PRD07801,206.0,0.3333333333333333,3
PRD07802,341.0,0.0,1
PRD07804,98.5,0.0,2
PRD07805,410.0,0.0,1
PRD07806,236.0,0.0,5
PRD07807,1116.0,0.0,2
PRD07808,718.75,0.0,1
PRD07809,1130.0,0.0,2
PRD07811,440.9375,0.0,4
PRD07812,485.0,0.0,1
PRD07813,448.0,1.0,1
PRD07814,869.0,0.25,4
PRD07815,298.0,0.0,1
PRD07816,296.0,0.0,2
PRD07817,227.0,0.0,2
PRD07818,324.0,0.0,1
PRD07819,489.0,0.0,1
PRD07820,289.0,0.0,1
PRD07821,370.0,0.5,2
PRD07822,542.0,0.0,1
PRD07823,400.0,0.0,1
PRD07824,268.0,0.0,1
PRD07825,203.5,0.0,2
PRD07826,259.6875,0.25,4
PRD07827,122.0,0.0,1
PRD07828,177.4,0.2,5
PRD07829,840.0,0.0,1
PRD07830,352.8125,0.0,4
PRD07831,140.0,0.0,1
PRD07832,831.0,0.0,3
PRD07833,260.0,0.0,1
PRD07834,449.0,0.5,2
PRD07835,396.6666666666667,0.0,3
PRD07836,378.0,0.0,1
PRD07838,1911.0,0.0,1
PRD07839,800.0,0.0,2
PRD07840,306.25,0.0,2
PRD07841,463.75,0.0,1
PRD07842,1349.0,0.0,1
PRD07843,329.0,0.0,2
PRD07844,239.6,0.0,5
PRD07845,214.0,0.0,1
PRD07846,1956.0,0.0,1
PRD07847,355.0,1.0,1
PRD07848,283.0,0.0,1
PRD07850,417.0,0.0,1
PRD07851,460.89285714285717,0.0,7
PRD07852,1415.0,0.5,2
PRD07853,420.0,0.0,1
PRD07854,275.0,0.3333333333333333,3
PRD07855,163.0,0.0,2
PRD07856,560.0,0.0,1
PRD07857,681.0,0.0,4
PRD07858,345.625,0.5,2
PRD07859,163.0,0.5,2
PRD07860,308.5,0.0,2
PRD07861,284.0,0.0,3
PRD07862,467.3333333333333,0.0,3
PRD07863,413.25,0.25,4
PRD07864,1156.0,0.0,3
PRD07865,352.0,0.0,1
PRD07866,126.0,0.5,2
PRD07867,277.0,0.3333333333333333,3
PRD07868,135.0,0.0,1
PRD07870,342.3333333333333,0.0,3
PRD07871,328.5,0.0,2
PRD07872,297.6666666666667,0.0,3
PRD07873,398.0,0.0,1
PRD07874,173.0,0.5,2
PRD07875,596.25,0.0,1
PRD07876,390.0,0.0,1
PRD07877,1649.0,0.0,1
PRD07878,1612.0,0.0,1
PRD07879,1429.0,0.0,2
PRD07880,237.0,0.3333333333333333,3
PRD07881,369.0,0.0,1
PRD07882,163.0,0.0,1
PRD07884,363.75,0.0,3
PRD07885,276.0,0.0,6
PRD07886,107.0,1.0,1
PRD07888,330.0,0.0,1
PRD07889,126.0,0.0,1
PRD07891,155.0,0.0,1
PRD07892,576.25,0.0,4
PRD07894,518.0,0.0,3
PRD07895,288.5,0.5,2
PRD07897,1185.5,0.0,2
PRD07898,198.75,0.0,1
PRD07899,94.5,0.0,2
PRD07902,200.0,0.0,3
PRD07904,390.3333333333333,0.0,3
PRD07905,337.5,0.0,2
PRD07906,1570.5,0.0,2
PRD07907,284.5,0.0,2
PRD07909,260.5,0.0,2
PRD07910,794.5,0.0,2
PRD07911,290.0,0.0,2
PRD07913,368.0,0.0,1
PRD07914,549.5833333333334,0.0,3
PRD07915,488.0,0.0,1
PRD07916,174.66666666666666,0.0,3
PRD07917,1335.3333333333333,0.0,3
PRD07918,279.6666666666667,0.3333333333333333,3
PRD07919,167.0,0.0,1
PRD07920,376.25,0.0,2
PRD07921,1800.0,1.0,1
PRD07922,1409.6666666666667,0.0,3
PRD07923,338.5,0.0,6
PRD07924,227.5,0.0,2
PRD07925,273.5,0.25,4
PRD07926,85.0,0.0,1
PRD07927,208.0,0.0,2
PRD07929,243.0,1.0,1
PRD07930,302.75,0.0,5
PRD07932,300.5,0.0,2
PRD07933,586.0,0.0,2
PRD07934,1063.0,0.0,1
PRD07935,348.125,0.125,8
PRD07936,263.0,0.0,1
PRD07937,313.2083333333333,0.16666666666666666,6
PRD07938,231.0,0.0,2
PRD07939,822.0,0.0,3
PRD07940,605.0,0.0,1
PRD07941,1465.5,0.0,2
PRD07942,1173.375,0.125,8
PRD07943,196.0,0.0,1
PRD07944,490.0,0.0,1
PRD07946,294.0,0.0,2
PRD07947,919.0,0.0,2
PRD07948,195.0,0.0,1
PRD07949,294.0,0.0,1
PRD07950,247.66666666666666,0.3333333333333333,3
PRD07951,92.0,0.0,1
PRD07952,311.0,0.0,5
PRD07953,179.0,0.0,2
PRD07954,429.0,0.0,1
PRD07955,347.5,0.0,3
PRD07956,542.0,0.0,1
PRD07957,230.5,0.0,2
PRD07958,209.0,0.0,1
PRD07960,208.0,0.0,3
PRD07962,517.3333333333334,0.0,3
PRD07963,240.0,0.0,1
PRD07964,199.66666666666666,0.0,3
PRD07965,381.0,0.0,1
PRD07966,101.0,0.0,1
PRD07967,912.6666666666666,0.3333333333333333,3
PRD07969,519.5,0.0,2
PRD07970,345.5,0.5,2
PRD07971,713.0,0.0,1
PRD07973,340.0,0.0,1
PRD07974,592.9166666666666,0.0,3
PRD07975,627.5,0.0,2
PRD07976,323.0,0.3333333333333333,3
PRD07977,152.0,0.0,3
PRD07978,1488.0,0.0,1
PRD07979,579.5,0.5,2
PRD07980,1013.6666666666666,0.0,3
PRD07981,1098.0,0.0,1
PRD07982,1176.0,0.0,1
PRD07983,1829.375,0.0,2
PRD07985,1836.875,0.0,2
PRD07986,305.75,0.5,4
PRD07987,111.0,0.0,1
PRD07989,508.3333333333333,0.0,3
PRD07990,146.0,0.0,2
PRD07993,209.0,0.0,1
PRD07994,346.0,0.0,1
PRD07995,435.4166666666667,0.3333333333333333,3
PRD07996,544.0,0.0,1
PRD07997,1197.0,0.0,1
PRD07998,282.8125,0.25,4
PRD07999,432.5,0.0,2
PRD08000,136.0,0.0,1
PRD08001,181.33333333333334,0.3333333333333333,3
PRD08002,1456.0,0.0,1
PRD08003,191.5,0.0,2
PRD08004,587.5,0.0,1
PRD08005,339.75,0.2,5
PRD08006,1114.6666666666667,0.0,3
PRD08008,91.0,0.0,1
PRD08010,320.6666666666667,0.0,3
PRD08011,377.9166666666667,0.3333333333333333,3
PRD08012,754.5,0.0,2
PRD08013,655.6666666666666,0.0,3
PRD08014,327.5,0.0,1
PRD08015,807.0,0.0,2
PRD08016,421.4583333333333,0.0,6
PRD08018,531.875,0.0,2
PRD08019,279.75,0.25,4
PRD08020,352.0,1.0,1
PRD08024,1361.0,1.0,1
PRD08025,655.0,0.0,1
PRD08026,285.8333333333333,0.0,3
PRD08027,209.0,0.0,1
PRD08028,309.3333333333333,0.3333333333333333,3
PRD08029,394.0,0.0,1
PRD08030,327.9166666666667,0.0,3
PRD08032,334.5,0.5,2
PRD08033,614.5833333333334,0.0,3
PRD08034,184.0,0.0,1
PRD08036,288.0,0.0,3
PRD08037,414.0,0.0,1
PRD08038,623.125,0.5,2
PRD08039,289.5833333333333,0.0,3
PRD08040,2288.125,0.0,2
PRD08041,1686.0,0.0,1
PRD08042,432.1875,0.25,4
PRD08043,358.0,0.0,2
PRD08044,685.0,0.5,2
PRD08045,218.33333333333334,0.0,3
PRD08046,277.5,0.0,1
PRD08047,804.0,0.5,2
PRD08049,355.0,0.0,1
PRD08050,151.0,0.0,1
PRD08051,260.6666666666667,0.0,3
PRD08052,272.0,0.0,2
PRD08053,798.0,0.0,2
PRD08054,2363.75,0.0,2
PRD08055,281.5,0.5,2
PRD08056,2238.75,0.0,2
PRD08057,256.25,0.0,3
PRD08058,864.5,0.0,2
PRD08059,313.5,0.0,2
PRD08060,609.0,0.0,2
PRD08061,1444.0,0.0,2
PRD08062,433.0,0.0,5
PRD08064,260.3333333333333,0.3333333333333333,3
PRD08065,450.0,0.0,4
PRD08066,160.0,0.0,1
PRD08067,140.5,0.0,2
PRD08068,169.25,0.0,3
PRD08069,1239.0,0.0,1
PRD08070,228.125,0.0,2
PRD08071,166.5,0.0,2
PRD08072,1411.0,0.0,3
PRD08073,685.625,0.0,2
PRD08074,1778.75,0.0,1
PRD08076,229.5,0.0,2
PRD08077,241.0,0.0,2
PRD08078,343.0,1.0,1
PRD08079,361.0,0.0,1
PRD08080,315.0,0.0,2
PRD08081,595.0,0.0,2
PRD08082,120.0,0.0,1
PRD08084,380.0,0.0,1
PRD08086,155.0,0.0,2
PRD08089,344.0,0.0,3
PRD08090,369.0,0.0,1
PRD08091,395.0,0.0,2
PRD08093,465.0,0.0,2
PRD08095,237.25,0.0,4
PRD08096,209.25,0.0,4
PRD08097,230.4,0.0,5
PRD08098,272.5,0.0,2
PRD08099,943.5,0.25,4
PRD08100,1311.0,0.0,1
PRD08102,828.75,0.0,4
PRD08103,501.0,0.0,2
PRD08104,314.0,0.0,1
PRD08105,346.5,0.0,2
PRD08108,233.0,0.0,2
PRD08109,69.0,0.0,1
PRD08111,243.5,0.0,2
PRD08113,1207.3333333333333,0.3333333333333333,3
PRD08114,605.0,0.5,2
PRD08115,614.0,0.0,2
PRD08116,240.0,0.0,1
PRD08118,350.0,0.0,2
PRD08119,715.0,0.0,1
PRD08120,273.0,0.0,1
PRD08121,405.625,0.5,2
PRD08122,1364.25,0.0,4
PRD08123,203.66666666666666,0.0,3
PRD08124,130.0,0.0,1
PRD08126,302.0,0.0,2
PRD08128,91.5,0.0,2
PRD08129,199.0,1.0,1
PRD08130,288.3333333333333,0.0,3
PRD08131,179.0,0.0,1
PRD08132,537.5,0.0,2
PRD08133,301.75,0.25,4
PRD08134,211.0,0.0,1
PRD08135,1543.0,0.0,1
PRD08136,532.5,0.0,1
PRD08137,290.0,0.0,1
PRD08138,476.25,0.0,1
PRD08140,447.8125,0.0,4
PRD08141,243.0,0.0,2
PRD08142,795.5,0.0,2
PRD08143,2243.75,0.0,1
PRD08144,780.0,0.0,2
PRD08145,1109.0,0.0,1
PRD08146,265.5,0.0,2
PRD08147,478.75,0.0,1
PRD08149,596.0,0.0,2
PRD08150,401.25,0.0,1
PRD08151,389.375,0.0,2
PRD08152,419.75,0.2,5
PRD08153,324.0,0.0,1
PRD08154,1039.0,0.0,1
PRD08157,1058.75,0.0,3
PRD08158,1247.0,0.0,3
PRD08161,430.8333333333333,0.0,3
PRD08162,461.25,0.0,4
PRD08163,121.5,0.0,2
PRD08164,169.0,1.0,1
PRD08165,1706.25,0.0,2
PRD08168,971.0,0.0,3
PRD08169,1439.0,0.0,1
PRD08170,116.5,0.0,2
PRD08171,473.4375,0.0,4
PRD08173,1304.0,0.0,1
PRD08175,935.8333333333334,0.0,3
PRD08176,523.75,0.0,2
PRD08177,224.66666666666666,0.16666666666666666,6
PRD08178,1359.0,0.0,1
PRD08180,163.0,0.0,2
PRD08181,486.6666666666667,0.3333333333333333,3
PRD08182,258.25,0.0,4
PRD08183,281.25,0.0,4
PRD08185,579.6666666666666,0.0,3
PRD08187,236.0,0.0,1
PRD08188,723.5,0.0,2
PRD08190,468.9583333333333,0.0,6
PRD08191,267.5,0.5,2
PRD08192,1023.75,0.3333333333333333,3
PRD08193,425.3333333333333,0.0,3
PRD08196,332.5,0.25,4
PRD08197,1373.0,0.0,3
PRD08199,472.5,0.0,1
PRD08200,433.0,1.0,1
PRD08201,423.125,0.0,2
PRD08202,596.0,0.0,1
PRD08203,281.0,0.0,3
PRD08204,74.0,0.0,1
PRD08206,494.0,0.0,3
PRD08207,370.0,0.25,4
PRD08209,673.0,0.0,3
PRD08211,215.5,0.0,2
PRD08212,144.0,0.0,1
PRD08213,359.5,0.0,2
PRD08214,390.0,0.0,1
PRD08215,618.75,0.0,2
PRD08217,511.0,0.0,4
PRD08218,100.0,0.5,2
PRD08219,378.0,0.0,1
PRD08220,988.125,0.0,4
PRD08222,530.0,0.0,1
PRD08223,309.0,1.0,1
PRD08224,531.25,0.0,1
PRD08225,183.0,0.0,1
PRD08226,320.0,0.0,3
PRD08227,1640.625,0.0,4
PRD08228,144.0,0.0,1
PRD08230,305.25,0.0,4
PRD08231,131.0,0.0,1
PRD08232,348.5,0.16666666666666666,6
PRD08233,289.0625,0.0,4
PRD08234,325.5,0.0,2
PRD08235,243.2,0.0,5
PRD08236,395.0,0.0,1
PRD08237,1237.0,0.0,5
PRD08238,346.0,0.0,1
PRD08239,880.6666666666666,0.6666666666666666,3
PRD08240,147.0,1.0,1
PRD08241,1164.0,0.0,1
PRD08242,1662.0,0.0,1
PRD08243,254.0,0.0,1
PRD08244,1171.0,0.0,1
PRD08245,1230.0,0.0,1
PRD08246,1614.375,0.0,2
PRD08247,259.0,0.0,2
PRD08248,664.0,0.5,2
PRD08249,122.0,0.0,1
PRD08250,285.0,0.0,1
PRD08251,118.0,0.0,1
PRD08252,393.0,0.0,1
PRD08253,516.875,0.0,2
PRD08254,1760.0,0.0,2
PRD08255,746.5,0.0,2
PRD08256,434.5,0.5,2
PRD08257,288.5,0.5,2
PRD08259,1109.5,0.0,2
PRD08260,254.0,0.0,1
PRD08261,287.25,0.0,4
PRD08262,205.5,0.0,2
PRD08263,714.0,0.0,1
PRD08264,246.0,0.0,2
PRD08265,421.0,0.0,1
PRD08266,391.0,0.0,1
PRD08267,2066.875,0.0,2
PRD08268,433.6666666666667,0.0,3
PRD08269,1264.0,0.0,2
PRD08270,1637.3333333333333,0.3333333333333333,3
PRD08271,1155.0,0.0,1
PRD08272,109.0,0.0,1
PRD08273,323.0,0.0,1
PRD08274,309.3333333333333,0.0,3
PRD08275,460.8333333333333,0.0,3
PRD08276,1180.625,0.0,4
PRD08277,277.5,0.0,2
PRD08280,305.9375,0.25,4
PRD08281,529.0,0.0,1
PRD08283,205.0,0.0,1
PRD08285,217.5,0.0,1
PRD08286,398.0,0.0,1
PRD08287,1045.5,0.5,2
PRD08288,242.0,0.3333333333333333,3
PRD08289,126.0,0.0,3
PRD08290,275.0,0.0,1
PRD08291,517.5,0.0,5
PRD08294,386.5,0.0,2
PRD08295,390.5,0.0,2
PRD08296,401.25,0.0,1
PRD08297,123.0,0.0,1
PRD08298,1958.0,0.0,1
PRD08299,299.6666666666667,0.3333333333333333,3
PRD08300,264.1666666666667,0.0,3
PRD08302,229.66666666666666,0.3333333333333333,3
PRD08303,982.0,0.0,1
PRD08304,294.125,0.0,2
PRD08305,253.0,0.0,3
PRD08307,211.5,0.0,2
PRD08308,572.5,0.0,1
PRD08309,316.5,0.0,2
PRD08310,333.0,0.0,1
PRD08311,897.0,0.0,1
PRD08312,602.5,0.0,1
PRD08315,1420.6666666666667,0.3333333333333333,3
PRD08317,855.5,0.0,2
PRD08318,365.0,0.0,1
PRD08320,121.0,0.0,2
PRD08321,487.0,0.0,2
PRD08322,1467.8125,0.25,4
PRD08323,790.5,0.0,2
PRD08324,1421.3333333333333,0.3333333333333333,3
PRD08325,310.0,0.0,1
PRD08326,327.0,0.0,2
PRD08327,350.5,0.5,4
PRD08328,188.0,0.0,1
PRD08329,390.0,0.0,1
PRD08330,480.0,0.0,1
PRD08331,444.0,0.0,2
PRD08332,1174.0,0.0,1
PRD08333,337.25,0.0,4
PRD08334,297.0,0.0,2
PRD08335,214.0,0.0,1
PRD08336,192.0,1.0,1
PRD08337,869.5,0.0,2
PRD08341,336.5,0.0,2
PRD08342,1079.0,0.0,2
PRD08343,287.0,0.0,3
PRD08345,197.0,0.0,2
PRD08346,643.125,0.0,2
PRD08347,323.0,0.0,1
PRD08349,62.0,1.0,1
PRD08350,525.3333333333334,0.0,3
PRD08351,224.0,0.0,1
PRD08352,648.75,0.0,4
PRD08353,237.5,0.0,2
PRD08356,1359.5,0.0,2
PRD08357,417.0,0.0,4
PRD08358,277.3333333333333,0.0,3
PRD08359,279.0,0.0,1
PRD08360,146.0,0.0,1
PRD08361,365.0,0.25,4
PRD08362,319.0,0.0,1
PRD08363,256.0,0.0,1
PRD08364,278.5,0.0,2
PRD08366,1168.3333333333333,0.0,3
PRD08367,1626.0,0.0,1
PRD08368,260.5,0.5,2
PRD08369,881.0,0.0,2
PRD08370,396.75,0.25,4
PRD08371,318.8,0.0,5
PRD08372,1639.375,0.25,4
PRD08374,1248.0,0.0,1
PRD08376,802.0,0.6666666666666666,3
PRD08377,193.0,0.0,1
PRD08378,360.0,0.0,1
PRD08379,258.125,0.0,2
PRD08380,270.4,0.0,5
PRD08383,966.3333333333334,0.0,6
PRD08384,243.5,0.0,4
PRD08385,94.0,0.0,1
PRD08386,293.0,0.5,2
PRD08388,382.0,0.0,3
PRD08389,322.5,0.0,5
PRD08390,332.5,0.0,1
PRD08391,772.0,0.0,2
PRD08392,301.0,0.0,2
PRD08393,201.0,0.0,1
PRD08394,833.5,0.0,2
PRD08395,323.0,0.0,3
PRD08396,553.6666666666666,0.3333333333333333,3
PRD08397,389.0,0.0,3
PRD08398,142.0,0.0,1
PRD08399,1381.0,0.0,1
PRD08400,472.8,0.2,5
PRD08401,456.25,0.0,4
PRD08402,277.5,0.0,2
PRD08403,684.0,0.5,2
PRD08405,244.0,0.0,1
PRD08406,143.0,0.0,1
PRD08407,713.75,0.0,1
PRD08408,354.0,0.0,1
PRD08409,153.0,0.0,2
PRD08411,866.5,0.0,2
PRD08412,1167.6666666666667,0.0,3
PRD08415,554.1666666666666,0.0,3
PRD08416,463.125,0.0,2
PRD08417,385.0,0.0,1
PRD08419,815.625,0.5,4
PRD08420,334.0,0.0,1
PRD08421,105.0,0.0,1
PRD08422,418.5,0.25,4
PRD08423,190.0,1.0,1
PRD08424,370.0,0.0,1
PRD08425,224.0,0.0,2
PRD08426,196.5,0.5,2
PRD08427,418.0,0.0,2
PRD08428,1148.0,0.0,3
PRD08430,329.0,0.0,3
PRD08431,170.0,0.0,1
PRD08432,328.0,0.0,1
PRD08433,102.0,0.0,1
PRD08434,282.0,0.0,2
PRD08435,367.5,0.0,2
PRD08436,1054.0,0.0,1
PRD08437,292.75,0.0,4
PRD08439,681.0,0.0,1
PRD08440,159.0,1.0,1
PRD08441,666.5,0.0,2
PRD08442,1206.0,1.0,1
PRD08443,642.0,0.0,1
PRD08444,356.0,0.0,1
PRD08445,531.25,0.0,2
PRD08447,304.8,0.0,5
PRD08448,347.0,0.0,1
PRD08450,327.6666666666667,0.3333333333333333,3
PRD08452,211.0,0.0,2
PRD08453,1786.875,0.5,2
PRD08454,1740.0,0.0,1
PRD08455,509.375,0.0,2
PRD08456,276.0,0.3333333333333333,3
PRD08457,1264.0,0.0,3
PRD08458,1577.65625,0.125,8
PRD08459,501.0,0.0,1
PRD08460,204.5,0.0,2
PRD08461,318.0,0.3333333333333333,3
PRD08462,238.0,0.0,3
PRD08463,63.5,0.0,2
PRD08465,569.75,0.0,4
PRD08466,860.0,0.0,1
PRD08469,661.0,0.0,2
PRD08470,257.0,0.0,1
PRD08471,236.25,0.0,4
PRD08472,712.6666666666666,0.0,3
PRD08473,1003.6666666666666,0.0,3
PRD08474,313.0,0.5,2
PRD08475,522.1875,0.0,4
PRD08476,1205.0,0.5,2
PRD08479,191.0,0.0,1
PRD08480,259.0,0.0,1
PRD08481,185.5,0.0,2
PRD08482,262.6666666666667,0.0,3
PRD08483,648.4375,0.25,4
PRD08484,480.625,0.25,4
PRD08486,273.0,0.0,1
PRD08487,468.0,0.0,1
PRD08490,143.0,0.0,1
PRD08492,439.0,0.0,2
PRD08494,306.0,0.0,1
PRD08495,332.5,0.0,2
PRD08496,508.125,0.0,4
PRD08497,916.0,0.0,1
PRD08499,315.0,0.0,1
PRD08500,285.0,0.0,1
PRD08502,438.0,0.25,4
PRD08503,366.25,0.5,2
PRD08506,375.0,0.0,1
PRD08507,422.0,0.0,1
PRD08508,403.0,0.0,1
PRD08509,302.0,0.5,2
PRD08511,144.0,0.0,1
PRD08512,236.0,0.0,2
PRD08514,1379.375,0.25,4
PRD08515,433.0,0.0,2
PRD08517,305.625,0.25,4
PRD08519,172.5,0.0,2
PRD08520,288.0,0.0,1
PRD08521,187.33333333333334,0.0,3
PRD08522,960.5,0.0,2
PRD08523,320.5,0.0,4
PRD08524,1536.3333333333333,0.0,3
PRD08525,147.5,0.0,2
PRD08526,583.125,0.0,2
PRD08527,76.0,0.0,1
PRD08528,315.5,0.0,2
PRD08530,1137.5,0.0,2
PRD08531,273.0,0.5,2
PRD08532,180.66666666666666,0.0,3
PRD08533,373.0,0.0,1
PRD08534,339.0,0.0,1
PRD08535,527.5,0.0,1
PRD08536,849.0,1.0,1
PRD08537,318.6666666666667,0.0,3
PRD08538,440.0,0.0,2
PRD08539,465.0,0.0,2
PRD08540,640.625,0.0,2
PRD08541,265.0,0.0,3
PRD08542,1196.0,0.0,2
PRD08543,107.0,0.0,1
PRD08544,1161.0,0.0,3
PRD08545,819.0,0.0,2
PRD08546,776.25,0.0,3
PRD08548,189.0,0.0,2
PRD08549,661.25,0.0,1
PRD08551,512.5,0.0,3
PRD08553,876.3333333333334,0.3333333333333333,3
PRD08554,1186.6666666666667,0.0,3
PRD08556,1282.0,0.0,3
PRD08557,160.5,0.0,2
PRD08558,1372.0,0.0,1
PRD08559,613.75,0.0,1
PRD08560,249.5,0.5,2
PRD08561,108.0,0.0,1
PRD08562,285.5,0.5,2
PRD08563,1001.0,0.0,1
PRD08564,326.0,0.0,3
PRD08565,224.33333333333334,0.0,3
PRD08566,523.75,0.0,2
PRD08567,465.0,0.0,3
PRD08568,152.5,0.0,2
PRD08569,648.75,0.5,2
PRD08570,266.5,0.0,2
PRD08571,1063.5,0.0,2
PRD08572,83.0,0.0,1
PRD08573,305.0,0.0,1
PRD08574,432.1875,0.0,4
PRD08575,401.8,0.2,5
PRD08577,1770.0,0.0,1
PRD08579,90.0,0.0,1
PRD08580,154.0,0.0,1
PRD08582,438.75,0.0,1
PRD08584,293.0,0.5,2
PRD08585,677.0,0.0,2
PRD08586,183.5,0.0,2
PRD08587,564.375,0.0,2
PRD08588,1077.0833333333333,0.3333333333333333,3
PRD08589,473.75,0.0,3
PRD08590,1352.5,0.0,2
PRD08591,279.3333333333333,0.0,3
PRD08592,376.0,0.0,3
PRD08595,810.0,0.0,1
PRD08596,174.375,0.0,2
PRD08597,288.0,0.0,2
PRD08598,95.0,0.0,1
PRD08599,410.625,0.0,2
PRD08601,697.0,0.0,1
PRD08602,697.0,0.0,1
PRD08603,202.5,0.0,4
PRD08604,119.0,0.0,2
PRD08605,328.5,0.0,2
PRD08606,302.0,0.5,2
PRD08607,1578.5,0.0,2
PRD08608,171.0,0.0,1
PRD08609,1660.0,0.0,1
PRD08611,362.5,0.0,4
PRD08612,110.0,0.0,1
PRD08613,909.0,1.0,1
PRD08614,144.0,0.0,2
PRD08615,540.0,0.0,3
PRD08616,813.0,0.0,2
PRD08617,285.0,0.0,2
PRD08618,176.25,0.0,1
PRD08619,315.0,0.0,5
PRD08620,161.0,0.0,1
PRD08621,443.0,0.0,2
PRD08622,483.0,0.0,1
PRD08623,155.66666666666666,0.0,3
PRD08625,351.5,0.25,4
PRD08626,548.3333333333334,0.0,3
PRD08627,1437.0,0.0,1
PRD08628,153.5,0.0,2
PRD08630,1921.875,0.0,2
PRD08631,1953.75,0.0,2
PRD08632,324.0,0.0,1
PRD08633,482.5,0.0,1
PRD08634,1093.3333333333333,0.0,3
PRD08635,170.0,0.0,1
PRD08636,239.0,0.25,4
PRD08637,268.25,0.0,4
PRD08638,121.5,0.5,2
PRD08639,687.0,0.0,1
PRD08640,207.0,0.0,1
PRD08641,505.2083333333333,0.16666666666666666,6
PRD08642,366.6666666666667,0.3333333333333333,3
PRD08643,130.5,0.0,2
PRD08644,651.0,0.5,2
PRD08645,192.0,0.0,1
PRD08646,198.0,1.0,1
PRD08647,490.5,0.0,2
PRD08648,218.66666666666666,0.0,3
PRD08649,1571.0,0.0,1
PRD08652,911.0,0.0,3
PRD08653,334.0,0.0,1
PRD08654,535.0,0.6666666666666666,3
PRD08655,986.4,0.2,5
PRD08656,311.0,1.0,1
PRD08657,209.0,0.0,2
PRD08658,340.0,0.25,4
PRD08659,425.0,0.0,1
PRD08661,275.0,0.0,1
PRD08666,121.0,1.0,1
PRD08667,1492.5,0.0,2
PRD08668,295.25,0.75,4
PRD08669,199.0,0.0,1
PRD08670,245.0,0.0,2
PRD08671,200.0,0.0,1
PRD08672,313.0,0.5,2
PRD08675,363.0,0.0,1
PRD08676,527.0,0.0,4
PRD08678,1506.0,0.3333333333333333,3
PRD08679,440.0,0.0,2
PRD08680,485.0,0.0,1
PRD08681,139.0,0.0,1
PRD08682,284.375,0.0,4
PRD08683,232.66666666666666,0.0,3
PRD08684,180.33333333333334,0.0,3
PRD08685,401.6666666666667,0.3333333333333333,3
PRD08686,845.0,0.0,2
PRD08687,451.25,0.0,1
PRD08688,282.0,0.0,2
PRD08689,610.0,0.0,2
PRD08690,169.0,0.0,1
PRD08691,852.0,0.0,3
